Channel No.	Counts
1	0.0
2	4.0
3	1252886.0
4	3805209.0
5	966782.0
6	465616.0
7	216110.0
8	81529.0
9	26694.0
10	10605.0
11	4567.0
12	1778.0
13	591.0
14	226.0
15	83.0
16	35.0
17	13.0
18	9.0
19	3.0
20	5.0
21	3.0
22	4.0
23	6.0
24	3.0
25	9.0
26	3.0
27	3.0
28	1.0
29	4.0
30	4.0
31	6.0
32	1.0
33	7.0
34	7.0
35	4.0
36	5.0
37	2.0
38	5.0
39	3.0
40	2.0
41	4.0
42	2.0
43	4.0
44	5.0
45	3.0
46	5.0
47	2.0
48	4.0
49	6.0
50	2.0
51	4.0
52	2.0
53	6.0
54	5.0
55	3.0
56	6.0
57	3.0
58	1.0
59	5.0
60	1.0
61	5.0
62	0.0
63	4.0
64	2.0
65	2.0
66	3.0
67	7.0
68	2.0
69	5.0
70	10.0
71	4.0
72	6.0
73	6.0
74	2.0
75	7.0
76	5.0
77	4.0
78	6.0
79	4.0
80	6.0
81	7.0
82	5.0
83	6.0
84	6.0
85	3.0
86	5.0
87	2.0
88	4.0
89	5.0
90	3.0
91	4.0
92	6.0
93	5.0
94	1.0
95	6.0
96	3.0
97	1.0
98	6.0
99	8.0
100	4.0
101	2.0
102	8.0
103	4.0
104	6.0
105	9.0
106	6.0
107	5.0
108	7.0
109	4.0
110	9.0
111	12.0
112	8.0
113	10.0
114	1.0
115	6.0
116	2.0
117	6.0
118	9.0
119	8.0
120	9.0
121	8.0
122	7.0
123	2.0
124	14.0
125	9.0
126	6.0
127	4.0
128	3.0
129	4.0
130	8.0
131	7.0
132	7.0
133	6.0
134	4.0
135	5.0
136	5.0
137	7.0
138	2.0
139	10.0
140	8.0
141	10.0
142	5.0
143	6.0
144	7.0
145	9.0
146	4.0
147	4.0
148	4.0
149	3.0
150	7.0
151	6.0
152	5.0
153	5.0
154	7.0
155	5.0
156	2.0
157	2.0
158	6.0
159	4.0
160	3.0
161	6.0
162	7.0
163	4.0
164	9.0
165	9.0
166	6.0
167	3.0
168	6.0
169	5.0
170	3.0
171	12.0
172	3.0
173	4.0
174	6.0
175	5.0
176	7.0
177	5.0
178	4.0
179	6.0
180	4.0
181	9.0
182	7.0
183	4.0
184	3.0
185	3.0
186	8.0
187	7.0
188	9.0
189	4.0
190	11.0
191	11.0
192	9.0
193	6.0
194	3.0
195	4.0
196	7.0
197	5.0
198	1.0
199	3.0
200	6.0
201	5.0
202	9.0
203	6.0
204	4.0
205	6.0
206	10.0
207	4.0
208	5.0
209	8.0
210	6.0
211	5.0
212	5.0
213	4.0
214	5.0
215	8.0
216	4.0
217	8.0
218	12.0
219	4.0
220	4.0
221	5.0
222	7.0
223	7.0
224	8.0
225	2.0
226	7.0
227	4.0
228	1.0
229	5.0
230	3.0
231	2.0
232	11.0
233	3.0
234	6.0
235	5.0
236	6.0
237	5.0
238	6.0
239	10.0
240	3.0
241	7.0
242	6.0
243	5.0
244	2.0
245	7.0
246	5.0
247	4.0
248	5.0
249	6.0
250	3.0
251	4.0
252	3.0
253	6.0
254	5.0
255	4.0
256	2.0
257	7.0
258	5.0
259	4.0
260	4.0
261	3.0
262	5.0
263	6.0
264	5.0
265	3.0
266	5.0
267	4.0
268	5.0
269	3.0
270	7.0
271	8.0
272	6.0
273	2.0
274	5.0
275	6.0
276	4.0
277	4.0
278	5.0
279	8.0
280	5.0
281	3.0
282	11.0
283	8.0
284	11.0
285	10.0
286	8.0
287	3.0
288	7.0
289	9.0
290	6.0
291	7.0
292	7.0
293	5.0
294	7.0
295	3.0
296	5.0
297	4.0
298	6.0
299	7.0
300	0.0
301	6.0
302	1.0
303	4.0
304	2.0
305	4.0
306	4.0
307	2.0
308	5.0
309	0.0
310	5.0
311	4.0
312	5.0
313	5.0
314	7.0
315	6.0
316	10.0
