Channel No.	Counts
1	0.0
2	0.0
3	1067839.0
4	4341452.0
5	446976.0
6	24358.0
7	7796.0
8	3947.0
9	1535.0
10	296.0
11	39.0
12	14.0
13	12.0
14	10.0
15	10.0
16	8.0
17	7.0
18	5.0
19	6.0
20	2.0
21	6.0
22	5.0
23	3.0
24	5.0
25	7.0
26	0.0
27	2.0
28	6.0
29	4.0
30	5.0
31	1.0
32	3.0
33	4.0
34	7.0
35	2.0
36	12.0
37	7.0
38	3.0
39	3.0
40	4.0
41	5.0
42	1.0
43	4.0
44	2.0
45	4.0
46	5.0
47	4.0
48	3.0
49	4.0
50	4.0
51	5.0
52	5.0
53	2.0
54	2.0
55	6.0
56	2.0
57	3.0
58	3.0
59	5.0
60	1.0
61	6.0
62	4.0
63	8.0
64	3.0
65	6.0
66	5.0
67	4.0
68	9.0
69	5.0
70	8.0
71	5.0
72	1.0
73	11.0
74	1.0
75	6.0
76	5.0
77	10.0
78	4.0
79	6.0
80	5.0
81	3.0
82	7.0
83	3.0
84	2.0
85	5.0
86	4.0
87	4.0
88	5.0
89	2.0
90	5.0
91	5.0
92	5.0
93	7.0
94	8.0
95	6.0
96	4.0
97	9.0
98	6.0
99	4.0
100	7.0
101	11.0
102	5.0
103	4.0
104	6.0
105	8.0
106	11.0
107	12.0
108	3.0
109	8.0
110	7.0
111	8.0
112	9.0
113	10.0
114	9.0
115	11.0
116	12.0
117	9.0
118	10.0
119	7.0
120	9.0
121	7.0
122	7.0
123	9.0
124	8.0
125	12.0
126	12.0
127	11.0
128	6.0
129	12.0
130	8.0
131	7.0
132	10.0
133	7.0
134	8.0
135	8.0
136	5.0
137	5.0
138	7.0
139	4.0
140	4.0
141	5.0
142	5.0
143	6.0
144	3.0
145	8.0
146	13.0
147	9.0
148	7.0
149	8.0
150	7.0
151	5.0
152	7.0
153	6.0
154	6.0
155	7.0
156	5.0
157	7.0
158	8.0
159	7.0
160	7.0
161	4.0
162	5.0
163	6.0
164	4.0
165	6.0
166	7.0
167	7.0
168	6.0
169	6.0
170	7.0
171	7.0
172	10.0
173	8.0
174	8.0
175	11.0
176	4.0
177	4.0
178	7.0
179	10.0
180	6.0
181	8.0
182	7.0
183	13.0
184	6.0
185	8.0
186	10.0
187	5.0
188	5.0
189	3.0
190	6.0
191	4.0
192	4.0
193	13.0
194	3.0
195	12.0
196	7.0
197	7.0
198	11.0
199	10.0
200	11.0
201	6.0
202	9.0
203	7.0
204	4.0
205	6.0
206	13.0
207	5.0
208	8.0
209	9.0
210	5.0
211	5.0
212	5.0
213	5.0
214	12.0
215	10.0
216	3.0
217	10.0
218	4.0
219	11.0
220	10.0
221	7.0
222	9.0
223	7.0
224	6.0
225	3.0
226	8.0
227	7.0
228	6.0
229	6.0
230	10.0
231	9.0
232	6.0
233	8.0
234	5.0
235	6.0
236	6.0
237	8.0
238	8.0
239	10.0
240	9.0
241	9.0
242	2.0
243	6.0
244	6.0
245	3.0
