Channel No.	Counts
1	0.0
2	0.0
3	1196911.0
4	7039925.0
5	1302766.0
6	222648.0
7	19382.0
8	7729.0
9	4164.0
10	1676.0
11	414.0
12	53.0
13	5.0
14	11.0
15	5.0
16	9.0
17	6.0
18	5.0
19	5.0
20	6.0
21	6.0
22	2.0
23	4.0
24	5.0
25	6.0
26	9.0
27	2.0
28	6.0
29	3.0
30	8.0
31	5.0
32	6.0
33	8.0
34	1.0
35	8.0
36	10.0
37	4.0
38	5.0
39	1.0
40	4.0
41	3.0
42	4.0
43	3.0
44	4.0
45	6.0
46	4.0
47	4.0
48	3.0
49	6.0
50	10.0
51	5.0
52	3.0
53	7.0
54	6.0
55	4.0
56	2.0
57	1.0
58	7.0
59	8.0
60	4.0
61	3.0
62	3.0
63	4.0
64	5.0
65	4.0
66	11.0
67	7.0
68	8.0
69	6.0
70	5.0
71	7.0
72	6.0
73	4.0
74	10.0
75	6.0
76	3.0
77	5.0
78	4.0
79	8.0
80	7.0
81	4.0
82	3.0
83	9.0
84	3.0
85	11.0
86	3.0
87	13.0
88	3.0
89	5.0
90	11.0
91	7.0
92	6.0
93	7.0
94	4.0
95	3.0
96	7.0
97	6.0
98	12.0
99	6.0
100	7.0
101	10.0
102	6.0
103	8.0
104	11.0
105	11.0
106	9.0
107	5.0
108	10.0
109	10.0
110	10.0
111	8.0
112	7.0
113	4.0
114	5.0
115	6.0
116	10.0
117	3.0
118	8.0
119	13.0
120	7.0
121	8.0
122	11.0
123	7.0
124	10.0
125	12.0
126	11.0
127	8.0
128	4.0
129	9.0
130	8.0
131	9.0
132	5.0
133	8.0
134	4.0
135	12.0
136	5.0
137	6.0
138	7.0
139	9.0
140	7.0
141	8.0
142	7.0
143	8.0
144	6.0
145	4.0
146	10.0
147	7.0
148	6.0
149	14.0
150	10.0
151	7.0
152	10.0
153	3.0
154	5.0
155	8.0
156	5.0
157	4.0
158	7.0
159	6.0
160	8.0
161	5.0
162	5.0
163	4.0
164	3.0
165	9.0
166	6.0
167	9.0
168	11.0
169	8.0
170	9.0
171	9.0
172	10.0
173	7.0
174	7.0
175	10.0
176	5.0
177	7.0
178	8.0
179	11.0
180	5.0
181	7.0
182	5.0
183	4.0
184	5.0
185	1.0
186	9.0
187	12.0
188	8.0
189	13.0
190	5.0
191	10.0
192	6.0
193	4.0
194	9.0
195	7.0
196	7.0
197	5.0
198	7.0
199	8.0
200	8.0
201	10.0
202	9.0
203	7.0
204	3.0
205	7.0
206	11.0
207	7.0
208	10.0
209	10.0
210	6.0
211	10.0
212	7.0
213	8.0
214	14.0
215	10.0
216	10.0
217	10.0
218	2.0
219	8.0
220	9.0
221	9.0
222	9.0
223	11.0
224	6.0
225	6.0
226	6.0
227	7.0
228	7.0
229	10.0
230	4.0
231	9.0
232	9.0
233	6.0
234	11.0
235	10.0
236	7.0
237	7.0
238	2.0
239	5.0
240	6.0
241	17.0
242	8.0
243	11.0
244	9.0
245	7.0
