Channel No.	Counts
1	0.0
2	0.0
3	336267.0
4	9948574.0
5	12815268.0
6	8635323.0
7	2501559.0
8	1443749.0
9	942895.0
10	401718.0
11	87601.0
12	24600.0
13	11916.0
14	8397.0
15	6250.0
16	4441.0
17	2834.0
18	1670.0
19	801.0
20	251.0
21	78.0
22	15.0
23	10.0
24	9.0
25	22.0
26	10.0
27	8.0
28	10.0
29	12.0
30	14.0
31	6.0
32	9.0
33	8.0
34	9.0
35	14.0
36	11.0
37	15.0
38	13.0
39	8.0
40	11.0
41	11.0
42	11.0
43	11.0
44	8.0
45	16.0
46	10.0
47	8.0
48	15.0
49	9.0
50	13.0
51	13.0
52	10.0
53	13.0
54	11.0
55	13.0
56	10.0
57	11.0
58	12.0
59	16.0
60	12.0
61	7.0
62	20.0
63	12.0
64	14.0
65	6.0
66	15.0
67	9.0
68	8.0
69	13.0
70	6.0
71	8.0
72	15.0
73	11.0
74	8.0
75	12.0
76	11.0
77	12.0
78	13.0
79	19.0
80	13.0
81	13.0
82	19.0
83	17.0
84	16.0
85	19.0
86	21.0
87	15.0
88	16.0
89	18.0
90	16.0
91	22.0
92	10.0
93	12.0
94	15.0
95	13.0
96	20.0
97	21.0
98	26.0
99	12.0
100	15.0
101	12.0
102	24.0
103	16.0
104	11.0
105	16.0
106	19.0
107	16.0
108	27.0
109	17.0
110	15.0
111	12.0
112	15.0
113	28.0
114	15.0
115	11.0
116	17.0
117	21.0
118	18.0
119	23.0
120	29.0
121	9.0
122	17.0
123	18.0
124	24.0
125	18.0
126	18.0
127	23.0
128	18.0
129	15.0
130	23.0
131	24.0
132	20.0
133	12.0
134	22.0
135	17.0
136	20.0
137	17.0
138	12.0
139	21.0
140	13.0
141	14.0
142	18.0
143	18.0
144	14.0
145	15.0
146	20.0
147	18.0
148	16.0
149	21.0
150	12.0
151	17.0
152	16.0
153	18.0
154	18.0
155	15.0
156	18.0
157	20.0
158	18.0
159	25.0
160	15.0
161	18.0
162	13.0
163	20.0
164	18.0
165	19.0
166	15.0
167	21.0
168	22.0
169	25.0
170	16.0
171	18.0
172	20.0
173	16.0
174	9.0
175	13.0
176	20.0
177	17.0
178	11.0
179	22.0
180	13.0
181	18.0
182	18.0
183	14.0
184	16.0
185	12.0
186	19.0
187	11.0
188	19.0
189	17.0
190	21.0
191	13.0
192	19.0
193	22.0
194	20.0
195	24.0
196	20.0
197	17.0
198	22.0
199	10.0
200	14.0
201	19.0
202	16.0
203	12.0
204	15.0
205	23.0
206	25.0
207	24.0
208	19.0
209	13.0
210	13.0
211	16.0
212	20.0
213	26.0
214	12.0
215	18.0
216	19.0
217	13.0
218	21.0
219	13.0
220	11.0
221	18.0
222	17.0
223	21.0
224	12.0
225	17.0
226	22.0
227	18.0
228	21.0
229	22.0
230	15.0
231	21.0
232	29.0
233	8.0
234	22.0
235	19.0
236	20.0
237	20.0
238	25.0
239	19.0
240	13.0
241	22.0
242	17.0
243	20.0
