Channel No.	Counts
1	0.0
2	0.0
3	647472.0
4	2686533.0
5	301235.0
6	297617.0
7	305287.0
8	293639.0
9	229468.0
10	165911.0
11	113008.0
12	57413.0
13	22614.0
14	8988.0
15	4205.0
16	2627.0
17	1478.0
18	721.0
19	304.0
20	84.0
21	27.0
22	4.0
23	10.0
24	1.0
25	6.0
26	3.0
27	4.0
28	7.0
29	7.0
30	6.0
31	5.0
32	5.0
33	3.0
34	4.0
35	4.0
36	4.0
37	5.0
38	3.0
39	4.0
40	6.0
41	3.0
42	5.0
43	2.0
44	1.0
45	6.0
46	3.0
47	7.0
48	7.0
49	4.0
50	2.0
51	6.0
52	4.0
53	2.0
54	2.0
55	4.0
56	3.0
57	5.0
58	6.0
59	2.0
60	6.0
61	5.0
62	2.0
63	2.0
64	6.0
65	4.0
66	4.0
67	2.0
68	4.0
69	10.0
70	4.0
71	4.0
72	4.0
73	9.0
74	7.0
75	5.0
76	8.0
77	7.0
78	6.0
79	5.0
80	2.0
81	4.0
82	3.0
83	4.0
84	7.0
85	3.0
86	8.0
87	9.0
88	9.0
89	6.0
90	5.0
91	3.0
92	5.0
93	2.0
94	5.0
95	10.0
96	6.0
97	7.0
98	12.0
99	5.0
100	6.0
101	6.0
102	7.0
103	9.0
104	8.0
105	6.0
106	4.0
107	3.0
108	6.0
109	7.0
110	6.0
111	6.0
112	8.0
113	10.0
114	4.0
115	9.0
116	10.0
117	8.0
118	6.0
119	10.0
120	8.0
121	4.0
122	5.0
123	5.0
124	9.0
125	8.0
126	9.0
127	6.0
128	8.0
129	5.0
130	7.0
131	5.0
132	7.0
133	7.0
134	10.0
135	5.0
136	6.0
137	4.0
138	8.0
139	5.0
140	4.0
141	2.0
142	6.0
143	7.0
144	7.0
145	5.0
146	8.0
147	3.0
148	4.0
149	7.0
150	4.0
151	6.0
152	3.0
153	6.0
154	7.0
155	6.0
156	0.0
157	3.0
158	9.0
159	3.0
160	2.0
161	5.0
162	5.0
163	7.0
164	6.0
165	7.0
166	9.0
167	6.0
168	7.0
169	5.0
170	3.0
171	1.0
172	5.0
173	3.0
174	5.0
175	3.0
176	4.0
177	4.0
178	10.0
179	7.0
180	7.0
181	4.0
182	3.0
183	4.0
184	1.0
185	9.0
186	5.0
187	7.0
188	3.0
189	5.0
190	7.0
191	5.0
192	5.0
193	5.0
194	6.0
195	6.0
196	6.0
197	10.0
198	9.0
199	4.0
200	8.0
201	7.0
202	5.0
203	3.0
204	5.0
205	6.0
206	7.0
207	9.0
208	5.0
209	7.0
210	8.0
211	3.0
212	7.0
213	2.0
214	4.0
215	2.0
216	6.0
217	8.0
218	11.0
219	5.0
220	7.0
221	5.0
222	6.0
223	4.0
224	4.0
225	5.0
226	3.0
227	7.0
228	6.0
229	11.0
230	4.0
231	7.0
232	4.0
233	2.0
234	2.0
235	2.0
236	2.0
237	7.0
238	10.0
239	4.0
240	7.0
241	6.0
242	4.0
243	6.0
244	5.0
