Channel No.	Counts
1	0.0
2	0.0
3	382124.0
4	1346950.0
5	296057.0
6	218733.0
7	124254.0
8	51091.0
9	15821.0
10	6609.0
11	3785.0
12	1869.0
13	679.0
14	187.0
15	31.0
16	15.0
17	13.0
18	9.0
19	12.0
20	13.0
21	12.0
22	7.0
23	11.0
24	6.0
25	13.0
26	11.0
27	5.0
28	17.0
29	9.0
30	10.0
31	15.0
32	7.0
33	10.0
34	13.0
35	7.0
36	13.0
37	15.0
38	13.0
39	12.0
40	10.0
41	6.0
42	10.0
43	9.0
44	11.0
45	10.0
46	13.0
47	9.0
48	8.0
49	14.0
50	13.0
51	11.0
52	14.0
53	7.0
54	14.0
55	15.0
56	14.0
57	9.0
58	12.0
59	8.0
60	9.0
61	13.0
62	7.0
63	11.0
64	7.0
65	10.0
66	15.0
67	11.0
68	10.0
69	7.0
70	14.0
71	12.0
72	15.0
73	9.0
74	8.0
75	8.0
76	5.0
77	11.0
78	10.0
79	14.0
80	11.0
81	8.0
82	11.0
83	14.0
84	5.0
85	12.0
86	9.0
87	17.0
88	7.0
89	11.0
90	12.0
91	8.0
92	9.0
93	15.0
94	14.0
95	10.0
96	19.0
97	9.0
98	12.0
99	15.0
100	16.0
101	14.0
102	14.0
103	9.0
104	15.0
105	15.0
106	18.0
107	12.0
108	6.0
109	17.0
110	24.0
111	18.0
112	26.0
113	24.0
114	17.0
115	21.0
116	15.0
117	23.0
118	22.0
119	20.0
120	19.0
121	20.0
122	16.0
123	13.0
124	21.0
125	15.0
126	15.0
127	13.0
128	16.0
129	18.0
130	17.0
131	10.0
132	21.0
133	20.0
134	17.0
135	12.0
136	15.0
137	12.0
138	20.0
139	13.0
140	16.0
141	14.0
142	14.0
143	11.0
144	9.0
145	11.0
146	11.0
147	14.0
148	9.0
149	19.0
150	11.0
151	14.0
152	14.0
153	9.0
154	11.0
155	12.0
156	16.0
157	15.0
158	15.0
159	12.0
160	15.0
161	9.0
162	13.0
163	8.0
164	16.0
165	10.0
166	18.0
167	14.0
168	14.0
169	11.0
170	18.0
171	6.0
172	14.0
173	21.0
174	16.0
175	13.0
176	10.0
177	15.0
178	18.0
179	14.0
180	14.0
181	17.0
182	12.0
183	13.0
184	21.0
185	12.0
186	11.0
187	16.0
188	17.0
189	17.0
190	15.0
191	11.0
192	13.0
193	14.0
194	12.0
195	16.0
196	14.0
197	23.0
198	19.0
199	18.0
200	18.0
201	16.0
202	20.0
203	20.0
204	22.0
205	11.0
206	15.0
207	11.0
208	19.0
209	13.0
210	15.0
211	15.0
212	8.0
213	17.0
214	14.0
215	18.0
216	18.0
217	17.0
218	18.0
219	16.0
220	12.0
221	19.0
222	20.0
223	21.0
224	15.0
225	14.0
226	11.0
227	19.0
228	14.0
229	16.0
230	20.0
231	13.0
232	14.0
233	13.0
234	23.0
235	22.0
236	18.0
237	14.0
238	19.0
239	13.0
240	14.0
241	11.0
242	10.0
243	13.0
244	17.0
245	18.0
