Channel No.	Counts
1	0.0
2	0.0
3	1045063.0
4	10514123.0
5	2123241.0
6	856374.0
7	156868.0
8	33890.0
9	9380.0
10	4511.0
11	2114.0
12	764.0
13	191.0
14	43.0
15	14.0
16	10.0
17	10.0
18	8.0
19	3.0
20	4.0
21	6.0
22	2.0
23	4.0
24	6.0
25	6.0
26	3.0
27	6.0
28	2.0
29	5.0
30	4.0
31	2.0
32	5.0
33	4.0
34	3.0
35	7.0
36	1.0
37	1.0
38	6.0
39	4.0
40	5.0
41	6.0
42	2.0
43	8.0
44	3.0
45	5.0
46	4.0
47	8.0
48	4.0
49	2.0
50	6.0
51	9.0
52	9.0
53	8.0
54	6.0
55	4.0
56	5.0
57	7.0
58	5.0
59	6.0
60	2.0
61	5.0
62	7.0
63	6.0
64	6.0
65	8.0
66	4.0
67	4.0
68	6.0
69	2.0
70	4.0
71	5.0
72	5.0
73	4.0
74	4.0
75	5.0
76	3.0
77	4.0
78	4.0
79	7.0
80	9.0
81	1.0
82	4.0
83	4.0
84	3.0
85	4.0
86	4.0
87	4.0
88	4.0
89	7.0
90	8.0
91	6.0
92	4.0
93	6.0
94	4.0
95	9.0
96	5.0
97	5.0
98	8.0
99	10.0
100	5.0
101	4.0
102	9.0
103	7.0
104	8.0
105	2.0
106	5.0
107	4.0
108	6.0
109	8.0
110	3.0
111	9.0
112	5.0
113	4.0
114	4.0
115	9.0
116	7.0
117	4.0
118	5.0
119	12.0
120	14.0
121	12.0
122	7.0
123	7.0
124	9.0
125	5.0
126	1.0
127	11.0
128	8.0
129	13.0
130	5.0
131	8.0
132	2.0
133	11.0
134	8.0
135	5.0
136	6.0
137	7.0
138	14.0
139	7.0
140	7.0
141	4.0
142	7.0
143	7.0
144	5.0
145	2.0
146	9.0
147	5.0
148	3.0
149	4.0
150	7.0
151	10.0
152	9.0
153	4.0
154	6.0
155	10.0
156	6.0
157	8.0
158	8.0
159	2.0
160	6.0
161	6.0
162	8.0
163	10.0
164	5.0
165	3.0
166	8.0
167	7.0
168	11.0
169	7.0
170	5.0
171	7.0
172	8.0
173	10.0
174	7.0
175	7.0
176	5.0
177	8.0
178	9.0
179	11.0
180	3.0
181	7.0
182	5.0
183	14.0
184	7.0
185	5.0
186	8.0
187	4.0
188	4.0
189	7.0
190	9.0
191	8.0
192	5.0
193	3.0
194	3.0
195	4.0
196	4.0
197	4.0
198	10.0
199	6.0
200	6.0
201	5.0
202	8.0
203	7.0
204	5.0
205	2.0
206	0.0
207	12.0
208	4.0
209	6.0
210	6.0
211	7.0
212	2.0
213	9.0
214	5.0
215	7.0
216	9.0
217	13.0
218	2.0
219	2.0
220	9.0
221	7.0
222	7.0
223	9.0
224	4.0
225	8.0
226	7.0
227	4.0
228	7.0
229	5.0
230	5.0
231	3.0
232	5.0
233	6.0
234	6.0
235	7.0
236	7.0
237	6.0
238	8.0
239	5.0
240	7.0
241	5.0
242	4.0
243	3.0
244	4.0
245	4.0
