Channel No.	Counts
1	0.0
2	1.0
3	344464.0
4	1152502.0
5	297293.0
6	199799.0
7	103998.0
8	35986.0
9	11996.0
10	5511.0
11	2879.0
12	1111.0
13	239.0
14	29.0
15	10.0
16	7.0
17	13.0
18	4.0
19	5.0
20	10.0
21	8.0
22	6.0
23	9.0
24	5.0
25	12.0
26	9.0
27	15.0
28	6.0
29	3.0
30	9.0
31	14.0
32	14.0
33	10.0
34	7.0
35	2.0
36	9.0
37	5.0
38	14.0
39	11.0
40	7.0
41	6.0
42	11.0
43	8.0
44	11.0
45	11.0
46	5.0
47	13.0
48	15.0
49	8.0
50	13.0
51	5.0
52	15.0
53	8.0
54	7.0
55	8.0
56	4.0
57	9.0
58	14.0
59	7.0
60	7.0
61	6.0
62	11.0
63	7.0
64	6.0
65	9.0
66	10.0
67	12.0
68	8.0
69	6.0
70	13.0
71	12.0
72	16.0
73	9.0
74	8.0
75	13.0
76	10.0
77	11.0
78	12.0
79	7.0
80	10.0
81	7.0
82	9.0
83	12.0
84	8.0
85	11.0
86	13.0
87	12.0
88	13.0
89	14.0
90	12.0
91	12.0
92	9.0
93	11.0
94	9.0
95	8.0
96	14.0
97	15.0
98	10.0
99	13.0
100	8.0
101	12.0
102	15.0
103	10.0
104	12.0
105	17.0
106	17.0
107	11.0
108	9.0
109	8.0
110	10.0
111	19.0
112	13.0
113	7.0
114	8.0
115	17.0
116	10.0
117	17.0
118	13.0
119	19.0
120	13.0
121	17.0
122	14.0
123	15.0
124	11.0
125	11.0
126	10.0
127	18.0
128	16.0
129	12.0
130	8.0
131	16.0
132	13.0
133	18.0
134	12.0
135	12.0
136	15.0
137	11.0
138	10.0
139	14.0
140	13.0
141	10.0
142	8.0
143	10.0
144	11.0
145	11.0
146	4.0
147	14.0
148	8.0
149	8.0
150	9.0
151	10.0
152	11.0
153	4.0
154	12.0
155	8.0
156	8.0
157	13.0
158	10.0
159	3.0
160	12.0
161	9.0
162	10.0
163	10.0
164	17.0
165	15.0
166	11.0
167	11.0
168	6.0
169	15.0
170	7.0
171	9.0
172	15.0
173	11.0
174	8.0
175	16.0
176	13.0
177	18.0
178	10.0
179	12.0
180	11.0
181	10.0
182	16.0
183	12.0
184	11.0
185	9.0
186	15.0
187	15.0
188	12.0
189	12.0
190	13.0
191	9.0
192	14.0
193	7.0
194	10.0
195	12.0
196	9.0
197	14.0
198	14.0
199	10.0
200	12.0
201	16.0
202	7.0
203	8.0
204	14.0
205	14.0
206	12.0
207	12.0
208	12.0
209	11.0
210	16.0
211	9.0
212	14.0
213	9.0
214	15.0
215	7.0
216	13.0
217	15.0
218	14.0
219	16.0
220	10.0
221	11.0
222	10.0
223	9.0
224	17.0
225	16.0
226	16.0
227	17.0
228	14.0
229	13.0
230	14.0
231	11.0
232	15.0
233	15.0
234	12.0
235	10.0
236	13.0
237	19.0
238	16.0
239	6.0
240	22.0
241	14.0
242	6.0
243	17.0
244	13.0
245	11.0
246	13.0
247	10.0
248	12.0
249	17.0
250	13.0
251	15.0
252	10.0
253	10.0
254	11.0
255	15.0
256	8.0
257	16.0
258	12.0
259	12.0
260	14.0
261	14.0
262	16.0
263	12.0
264	16.0
265	13.0
266	7.0
267	14.0
268	10.0
269	18.0
270	12.0
271	10.0
272	9.0
273	16.0
274	15.0
275	12.0
276	13.0
277	11.0
278	13.0
279	14.0
280	9.0
281	14.0
282	9.0
283	9.0
284	7.0
285	10.0
286	9.0
287	5.0
288	14.0
289	8.0
290	6.0
291	14.0
292	16.0
293	9.0
294	9.0
295	16.0
296	19.0
297	10.0
298	22.0
299	21.0
300	19.0
301	11.0
302	20.0
303	10.0
304	18.0
305	10.0
306	7.0
307	12.0
308	9.0
309	14.0
310	12.0
311	7.0
312	11.0
313	12.0
314	10.0
315	8.0
316	8.0
317	10.0
318	12.0
319	11.0
320	14.0
321	15.0
322	11.0
323	7.0
324	11.0
325	13.0
326	10.0
327	9.0
328	12.0
329	14.0
330	10.0
331	18.0
332	12.0
333	15.0
334	9.0
335	7.0
336	10.0
337	9.0
338	12.0
339	5.0
340	8.0
341	10.0
342	10.0
343	13.0
344	12.0
345	13.0
346	11.0
347	9.0
348	13.0
349	13.0
350	8.0
351	14.0
352	8.0
353	13.0
354	5.0
355	11.0
356	7.0
357	7.0
358	11.0
359	11.0
360	12.0
361	14.0
362	9.0
363	7.0
364	13.0
365	13.0
366	9.0
367	9.0
368	9.0
369	12.0
370	8.0
371	7.0
372	8.0
373	3.0
374	19.0
375	17.0
376	13.0
377	12.0
378	10.0
379	10.0
380	16.0
381	10.0
382	14.0
383	7.0
384	10.0
385	10.0
386	13.0
387	17.0
388	8.0
389	11.0
390	12.0
391	6.0
392	12.0
393	8.0
394	17.0
395	8.0
396	10.0
397	9.0
398	11.0
399	14.0
400	8.0
401	9.0
402	9.0
403	5.0
404	16.0
405	4.0
406	9.0
407	15.0
408	10.0
409	6.0
410	8.0
411	9.0
412	7.0
413	8.0
414	10.0
415	9.0
416	9.0
417	9.0
418	9.0
419	8.0
420	10.0
421	12.0
422	12.0
423	11.0
424	9.0
425	14.0
426	6.0
427	9.0
428	9.0
429	10.0
430	6.0
431	10.0
432	10.0
433	14.0
434	6.0
435	6.0
436	11.0
437	6.0
438	9.0
439	5.0
440	3.0
441	10.0
442	6.0
443	9.0
444	9.0
445	6.0
446	9.0
447	15.0
448	8.0
449	7.0
450	7.0
451	9.0
452	8.0
453	3.0
454	8.0
455	13.0
456	9.0
457	5.0
458	10.0
459	11.0
460	14.0
461	7.0
462	8.0
463	11.0
464	10.0
465	11.0
466	10.0
467	8.0
468	9.0
