Channel No.	Counts
1	0.0
2	1.0
3	614945.0
4	2547875.0
5	315548.0
6	314308.0
7	322295.0
8	283890.0
9	206646.0
10	145801.0
11	83131.0
12	33673.0
13	12508.0
14	5284.0
15	3106.0
16	1746.0
17	846.0
18	358.0
19	102.0
20	35.0
21	15.0
22	10.0
23	12.0
24	16.0
25	10.0
26	10.0
27	7.0
28	11.0
29	16.0
30	14.0
31	19.0
32	6.0
33	11.0
34	4.0
35	10.0
36	12.0
37	4.0
38	8.0
39	11.0
40	13.0
41	10.0
42	11.0
43	9.0
44	7.0
45	15.0
46	14.0
47	12.0
48	14.0
49	7.0
50	22.0
51	13.0
52	8.0
53	11.0
54	11.0
55	7.0
56	15.0
57	10.0
58	12.0
59	15.0
60	7.0
61	9.0
62	6.0
63	11.0
64	8.0
65	18.0
66	11.0
67	16.0
68	11.0
69	16.0
70	12.0
71	17.0
72	11.0
73	13.0
74	8.0
75	10.0
76	12.0
77	16.0
78	16.0
79	7.0
80	13.0
81	15.0
82	11.0
83	13.0
84	13.0
85	8.0
86	14.0
87	12.0
88	16.0
89	8.0
90	14.0
91	14.0
92	14.0
93	13.0
94	18.0
95	18.0
96	15.0
97	15.0
98	12.0
99	18.0
100	11.0
101	12.0
102	12.0
103	14.0
104	11.0
105	19.0
106	13.0
107	13.0
108	16.0
109	20.0
110	15.0
111	14.0
112	18.0
113	21.0
114	28.0
115	14.0
116	16.0
117	20.0
118	12.0
119	28.0
120	25.0
121	16.0
122	20.0
123	12.0
124	17.0
125	14.0
126	14.0
127	17.0
128	18.0
129	17.0
130	16.0
131	10.0
132	13.0
133	10.0
134	13.0
135	11.0
136	12.0
137	12.0
138	17.0
139	13.0
140	23.0
141	19.0
142	8.0
143	15.0
144	12.0
145	11.0
146	9.0
147	19.0
148	11.0
149	17.0
150	10.0
151	17.0
152	16.0
153	15.0
154	9.0
155	13.0
156	10.0
157	10.0
158	12.0
159	18.0
160	15.0
161	9.0
162	19.0
163	15.0
164	19.0
165	18.0
166	17.0
167	19.0
168	14.0
169	11.0
170	12.0
171	9.0
172	26.0
173	14.0
174	20.0
175	26.0
176	11.0
177	20.0
178	13.0
179	23.0
180	18.0
181	14.0
182	15.0
183	16.0
184	18.0
185	10.0
186	13.0
187	18.0
188	24.0
189	23.0
190	12.0
191	16.0
192	9.0
193	11.0
194	7.0
195	16.0
196	16.0
197	14.0
198	19.0
199	16.0
200	9.0
201	13.0
202	13.0
203	18.0
204	13.0
205	16.0
206	12.0
207	19.0
208	7.0
209	15.0
210	27.0
211	20.0
212	23.0
213	11.0
214	18.0
215	22.0
216	13.0
217	13.0
218	15.0
219	14.0
220	15.0
221	14.0
222	21.0
223	11.0
224	15.0
225	18.0
226	20.0
227	15.0
228	14.0
229	14.0
230	20.0
231	16.0
232	19.0
233	10.0
234	22.0
235	23.0
236	18.0
237	20.0
238	12.0
239	12.0
240	21.0
241	19.0
242	19.0
243	13.0
244	24.0
245	18.0
246	22.0
247	14.0
248	16.0
249	17.0
250	14.0
251	13.0
252	20.0
253	17.0
254	14.0
255	19.0
256	13.0
257	10.0
258	23.0
259	17.0
260	17.0
261	17.0
262	16.0
263	18.0
264	20.0
265	12.0
266	8.0
267	14.0
268	21.0
269	10.0
270	18.0
271	19.0
272	14.0
273	12.0
274	14.0
275	13.0
276	23.0
277	12.0
278	21.0
279	23.0
280	12.0
281	18.0
282	14.0
283	23.0
284	19.0
285	13.0
286	14.0
287	19.0
288	13.0
289	15.0
290	16.0
291	21.0
292	11.0
293	12.0
294	11.0
295	13.0
296	9.0
297	14.0
298	10.0
299	23.0
300	13.0
301	7.0
302	18.0
303	20.0
304	15.0
305	18.0
306	13.0
307	13.0
308	14.0
309	19.0
310	6.0
311	13.0
312	23.0
313	7.0
314	11.0
315	12.0
316	19.0
317	6.0
318	6.0
319	8.0
320	12.0
321	15.0
322	17.0
323	14.0
324	13.0
325	7.0
326	16.0
327	13.0
328	17.0
329	14.0
330	15.0
331	13.0
332	11.0
333	14.0
334	14.0
335	12.0
336	12.0
337	17.0
338	11.0
339	16.0
340	16.0
341	10.0
342	18.0
343	10.0
344	12.0
345	15.0
346	17.0
347	13.0
348	10.0
349	15.0
350	18.0
351	10.0
352	14.0
353	15.0
354	9.0
355	11.0
356	11.0
357	16.0
358	8.0
359	16.0
360	12.0
361	13.0
362	15.0
363	23.0
364	11.0
365	12.0
366	16.0
367	16.0
368	16.0
369	8.0
370	9.0
371	10.0
372	14.0
373	12.0
374	16.0
375	13.0
376	13.0
377	12.0
378	11.0
379	10.0
380	16.0
381	14.0
382	11.0
383	12.0
384	14.0
385	12.0
386	13.0
387	9.0
388	11.0
389	19.0
390	17.0
391	18.0
392	9.0
393	14.0
394	20.0
395	14.0
396	11.0
397	10.0
398	14.0
399	8.0
400	14.0
401	12.0
402	15.0
403	18.0
404	15.0
405	11.0
406	16.0
407	16.0
408	13.0
409	11.0
410	10.0
411	14.0
412	10.0
413	8.0
414	7.0
415	10.0
416	17.0
417	12.0
418	7.0
419	6.0
420	4.0
421	18.0
422	12.0
423	15.0
424	10.0
425	9.0
426	10.0
427	8.0
428	9.0
429	13.0
430	11.0
431	18.0
432	11.0
433	5.0
434	11.0
435	9.0
436	9.0
437	16.0
438	10.0
439	11.0
440	16.0
441	14.0
442	6.0
443	14.0
444	12.0
445	18.0
446	14.0
447	12.0
448	8.0
449	10.0
450	13.0
451	9.0
452	17.0
453	11.0
454	12.0
455	12.0
456	10.0
457	11.0
458	11.0
459	9.0
460	12.0
461	10.0
462	15.0
463	13.0
464	14.0
465	6.0
466	15.0
467	10.0
