Channel No.	Counts
1	0.0
2	1.0
3	899634.0
4	3044418.0
5	330287.0
6	314874.0
7	332148.0
8	328545.0
9	263996.0
10	193535.0
11	133549.0
12	69464.0
13	27697.0
14	10483.0
15	4654.0
16	2767.0
17	1480.0
18	697.0
19	244.0
20	73.0
21	27.0
22	7.0
23	13.0
24	8.0
25	11.0
26	6.0
27	4.0
28	7.0
29	10.0
30	11.0
31	7.0
32	8.0
33	7.0
34	6.0
35	5.0
36	4.0
37	7.0
38	6.0
39	14.0
40	6.0
41	8.0
42	11.0
43	11.0
44	11.0
45	9.0
46	9.0
47	10.0
48	14.0
49	12.0
50	12.0
51	8.0
52	6.0
53	13.0
54	10.0
55	6.0
56	14.0
57	13.0
58	7.0
59	10.0
60	9.0
61	12.0
62	8.0
63	9.0
64	9.0
65	6.0
66	7.0
67	9.0
68	4.0
69	12.0
70	6.0
71	10.0
72	11.0
73	9.0
74	11.0
75	6.0
76	8.0
77	6.0
78	15.0
79	12.0
80	8.0
81	5.0
82	11.0
83	7.0
84	20.0
85	12.0
86	7.0
87	10.0
88	12.0
89	8.0
90	10.0
91	22.0
92	5.0
93	11.0
94	8.0
95	9.0
96	14.0
97	18.0
98	9.0
99	7.0
100	15.0
101	8.0
102	11.0
103	8.0
104	8.0
105	16.0
106	15.0
107	13.0
108	17.0
109	10.0
110	8.0
111	17.0
112	15.0
113	20.0
114	22.0
115	7.0
116	15.0
117	15.0
118	11.0
119	11.0
120	7.0
121	18.0
122	10.0
123	14.0
124	12.0
125	9.0
126	15.0
127	12.0
128	20.0
129	19.0
130	6.0
131	13.0
132	8.0
133	12.0
134	13.0
135	11.0
136	15.0
137	11.0
138	10.0
139	7.0
140	7.0
141	11.0
142	17.0
143	14.0
144	9.0
145	5.0
146	9.0
147	16.0
148	12.0
149	17.0
150	15.0
151	10.0
152	14.0
153	10.0
154	21.0
155	12.0
156	13.0
157	9.0
158	14.0
159	12.0
160	9.0
161	12.0
162	11.0
163	9.0
164	15.0
165	19.0
166	10.0
167	15.0
168	6.0
169	14.0
170	12.0
171	15.0
172	12.0
173	13.0
174	5.0
175	12.0
176	11.0
177	6.0
178	14.0
179	7.0
180	13.0
181	13.0
182	19.0
183	9.0
184	7.0
185	17.0
186	13.0
187	17.0
188	15.0
189	12.0
190	12.0
191	11.0
192	14.0
193	11.0
194	15.0
195	18.0
196	10.0
197	6.0
198	17.0
199	11.0
200	9.0
201	10.0
202	10.0
203	16.0
204	12.0
205	12.0
206	12.0
207	15.0
208	4.0
209	14.0
210	15.0
211	11.0
212	12.0
213	12.0
214	18.0
215	9.0
216	7.0
217	15.0
218	15.0
219	6.0
220	11.0
221	17.0
222	21.0
223	15.0
224	12.0
225	9.0
226	14.0
227	9.0
228	11.0
229	13.0
230	15.0
231	17.0
232	12.0
233	10.0
234	11.0
235	15.0
236	15.0
237	19.0
238	15.0
239	14.0
240	14.0
241	11.0
242	13.0
243	15.0
244	13.0
245	18.0
246	11.0
247	11.0
248	14.0
249	15.0
250	5.0
251	8.0
252	10.0
253	15.0
254	8.0
255	17.0
256	13.0
257	12.0
258	8.0
259	19.0
260	17.0
261	12.0
262	18.0
263	16.0
264	12.0
265	11.0
266	7.0
267	9.0
268	22.0
269	14.0
270	7.0
271	16.0
272	12.0
273	12.0
274	13.0
275	15.0
276	13.0
277	11.0
278	11.0
279	18.0
280	16.0
281	6.0
282	16.0
283	14.0
284	8.0
285	14.0
286	16.0
287	14.0
288	10.0
289	14.0
290	10.0
291	10.0
292	10.0
293	11.0
294	11.0
295	9.0
296	16.0
297	10.0
298	4.0
299	10.0
300	19.0
301	13.0
302	9.0
303	14.0
304	20.0
305	7.0
306	16.0
307	16.0
308	17.0
309	19.0
310	15.0
311	14.0
312	12.0
313	18.0
314	11.0
315	12.0
316	15.0
317	12.0
318	8.0
319	8.0
320	19.0
321	19.0
322	15.0
323	12.0
324	15.0
325	11.0
326	13.0
327	11.0
328	9.0
329	13.0
330	13.0
331	9.0
332	8.0
333	19.0
334	16.0
335	9.0
336	12.0
337	10.0
338	12.0
339	10.0
340	12.0
341	15.0
342	11.0
343	9.0
344	9.0
345	16.0
346	16.0
347	12.0
348	16.0
349	12.0
350	5.0
351	4.0
352	11.0
353	10.0
354	15.0
355	12.0
356	8.0
357	10.0
358	15.0
359	11.0
360	13.0
361	7.0
362	15.0
363	9.0
364	9.0
365	6.0
366	12.0
367	12.0
368	16.0
369	5.0
370	14.0
371	13.0
372	12.0
373	14.0
374	13.0
375	16.0
376	12.0
377	12.0
378	9.0
379	6.0
380	14.0
381	11.0
382	12.0
383	12.0
384	19.0
385	12.0
386	14.0
387	3.0
388	12.0
389	10.0
390	10.0
391	18.0
392	12.0
393	14.0
394	6.0
395	8.0
396	4.0
397	8.0
398	17.0
399	6.0
400	12.0
401	7.0
402	9.0
403	19.0
404	8.0
405	12.0
406	8.0
407	6.0
408	14.0
409	9.0
410	10.0
411	9.0
412	10.0
413	5.0
414	8.0
415	3.0
416	13.0
417	7.0
418	8.0
419	10.0
420	14.0
421	8.0
422	12.0
423	11.0
424	7.0
425	6.0
426	5.0
427	6.0
428	16.0
429	11.0
430	9.0
431	7.0
432	10.0
433	10.0
434	11.0
435	12.0
436	8.0
437	7.0
438	5.0
439	7.0
440	9.0
441	11.0
442	9.0
443	9.0
444	14.0
445	7.0
446	8.0
447	7.0
448	12.0
449	8.0
450	8.0
451	7.0
452	11.0
453	10.0
454	9.0
455	6.0
456	6.0
457	5.0
458	12.0
459	10.0
460	7.0
461	10.0
462	7.0
463	7.0
464	8.0
465	8.0
466	9.0
467	7.0
