Channel No.	Counts
1	0.0
2	0.0
3	512450.0
4	1523002.0
5	319170.0
6	217347.0
7	113951.0
8	40520.0
9	11405.0
10	5170.0
11	2728.0
12	1022.0
13	262.0
14	42.0
15	7.0
16	8.0
17	11.0
18	6.0
19	8.0
20	4.0
21	10.0
22	5.0
23	10.0
24	6.0
25	5.0
26	10.0
27	2.0
28	6.0
29	6.0
30	13.0
31	3.0
32	7.0
33	7.0
34	7.0
35	6.0
36	7.0
37	5.0
38	7.0
39	9.0
40	7.0
41	6.0
42	5.0
43	5.0
44	3.0
45	7.0
46	11.0
47	8.0
48	10.0
49	6.0
50	12.0
51	7.0
52	10.0
53	8.0
54	5.0
55	6.0
56	8.0
57	10.0
58	2.0
59	11.0
60	6.0
61	7.0
62	8.0
63	7.0
64	6.0
65	10.0
66	5.0
67	10.0
68	7.0
69	4.0
70	7.0
71	5.0
72	10.0
73	8.0
74	10.0
75	6.0
76	5.0
77	10.0
78	11.0
79	9.0
80	7.0
81	7.0
82	11.0
83	8.0
84	7.0
85	6.0
86	11.0
87	14.0
88	8.0
89	11.0
90	9.0
91	12.0
92	6.0
93	9.0
94	4.0
95	10.0
96	7.0
97	7.0
98	9.0
99	5.0
100	11.0
101	14.0
102	10.0
103	12.0
104	12.0
105	10.0
106	10.0
107	6.0
108	8.0
109	8.0
110	6.0
111	8.0
112	11.0
113	9.0
114	15.0
115	12.0
116	19.0
117	16.0
118	17.0
119	6.0
120	16.0
121	18.0
122	14.0
123	12.0
124	7.0
125	15.0
126	13.0
127	11.0
128	7.0
129	11.0
130	9.0
131	9.0
132	16.0
133	9.0
134	4.0
135	11.0
136	9.0
137	8.0
138	13.0
139	9.0
140	10.0
141	7.0
142	15.0
143	9.0
144	13.0
145	8.0
146	12.0
147	10.0
148	12.0
149	6.0
150	9.0
151	13.0
152	8.0
153	8.0
154	12.0
155	9.0
156	14.0
157	12.0
158	10.0
159	11.0
160	12.0
161	8.0
162	10.0
163	8.0
164	9.0
165	9.0
166	9.0
167	10.0
168	5.0
169	13.0
170	15.0
171	11.0
172	12.0
173	13.0
174	15.0
175	9.0
176	12.0
177	7.0
178	11.0
179	13.0
180	12.0
181	10.0
182	7.0
183	11.0
184	7.0
185	9.0
186	8.0
187	14.0
188	8.0
189	9.0
190	6.0
191	14.0
192	7.0
193	7.0
194	8.0
195	6.0
196	15.0
197	12.0
198	14.0
199	9.0
200	15.0
201	9.0
202	13.0
203	10.0
204	9.0
205	11.0
206	14.0
207	4.0
208	19.0
209	9.0
210	17.0
211	12.0
212	12.0
213	10.0
214	12.0
215	7.0
216	8.0
217	16.0
218	15.0
219	9.0
220	9.0
221	6.0
222	12.0
223	7.0
224	16.0
225	13.0
226	9.0
227	11.0
228	5.0
229	13.0
230	10.0
231	10.0
232	8.0
233	12.0
234	15.0
235	6.0
236	15.0
237	12.0
238	10.0
239	13.0
240	15.0
241	7.0
242	17.0
243	9.0
244	11.0
245	14.0
