Channel No.	Counts
1	0.0
2	5.0
3	584702.0
4	10827665.0
5	11547071.0
6	8300247.0
7	3211757.0
8	1779884.0
9	998602.0
10	369405.0
11	121213.0
12	49557.0
13	25180.0
14	15549.0
15	10717.0
16	7462.0
17	4855.0
18	3084.0
19	1909.0
20	1219.0
21	802.0
22	496.0
23	338.0
24	247.0
25	159.0
26	95.0
27	60.0
28	40.0
29	34.0
30	17.0
31	23.0
32	22.0
33	15.0
34	12.0
35	15.0
36	11.0
37	13.0
38	12.0
39	9.0
40	9.0
41	10.0
42	10.0
43	8.0
44	9.0
45	6.0
46	11.0
47	9.0
48	2.0
49	3.0
50	16.0
51	6.0
52	9.0
53	10.0
54	7.0
55	7.0
56	2.0
57	7.0
58	7.0
59	6.0
60	6.0
61	7.0
62	6.0
63	10.0
64	5.0
65	5.0
66	4.0
67	8.0
68	10.0
69	11.0
70	8.0
71	6.0
72	11.0
73	4.0
74	9.0
75	3.0
76	4.0
77	8.0
78	9.0
79	6.0
80	12.0
81	9.0
82	6.0
83	5.0
84	2.0
85	7.0
86	4.0
87	6.0
88	5.0
89	3.0
90	7.0
91	10.0
92	7.0
93	5.0
94	9.0
95	9.0
96	5.0
97	8.0
98	7.0
99	9.0
100	7.0
101	7.0
102	14.0
103	13.0
104	6.0
105	8.0
106	10.0
107	11.0
108	10.0
109	17.0
110	12.0
111	9.0
112	6.0
113	4.0
114	9.0
115	12.0
116	19.0
117	10.0
118	6.0
119	11.0
120	8.0
121	6.0
122	10.0
123	7.0
124	13.0
125	9.0
126	7.0
127	8.0
128	17.0
129	10.0
130	7.0
131	10.0
132	4.0
133	6.0
134	12.0
135	4.0
136	7.0
137	6.0
138	11.0
139	19.0
140	8.0
141	9.0
142	6.0
143	5.0
144	5.0
145	9.0
146	7.0
147	10.0
148	7.0
149	7.0
150	5.0
151	11.0
152	10.0
153	7.0
154	9.0
155	12.0
156	17.0
157	10.0
158	11.0
159	17.0
160	14.0
161	9.0
162	11.0
163	9.0
164	8.0
165	8.0
166	6.0
167	7.0
168	13.0
169	15.0
170	10.0
171	14.0
172	13.0
173	11.0
174	11.0
175	12.0
176	12.0
177	5.0
178	9.0
179	8.0
180	10.0
181	11.0
182	10.0
183	10.0
184	13.0
185	8.0
186	5.0
187	5.0
188	5.0
189	10.0
190	9.0
191	3.0
192	8.0
193	8.0
194	5.0
195	8.0
196	6.0
197	9.0
198	12.0
199	6.0
200	5.0
201	12.0
202	12.0
203	3.0
204	7.0
205	10.0
206	4.0
207	7.0
208	9.0
209	10.0
210	6.0
211	7.0
212	11.0
213	11.0
214	6.0
215	9.0
216	6.0
217	11.0
218	7.0
219	7.0
220	6.0
221	5.0
222	7.0
223	6.0
224	7.0
225	6.0
226	8.0
227	8.0
228	8.0
229	10.0
230	11.0
231	9.0
232	10.0
233	5.0
234	10.0
235	6.0
236	9.0
237	6.0
238	14.0
239	7.0
240	9.0
241	13.0
242	5.0
243	10.0
244	6.0
245	5.0
246	8.0
247	8.0
248	6.0
249	8.0
250	6.0
251	7.0
252	8.0
253	10.0
254	9.0
255	9.0
256	11.0
257	5.0
258	6.0
259	8.0
260	5.0
261	9.0
262	12.0
263	7.0
264	8.0
265	13.0
266	8.0
267	8.0
268	12.0
269	8.0
270	7.0
271	7.0
272	9.0
273	7.0
274	6.0
275	11.0
276	10.0
277	11.0
278	7.0
279	3.0
280	8.0
281	6.0
282	8.0
283	7.0
284	8.0
285	13.0
286	10.0
287	7.0
288	11.0
289	4.0
290	9.0
291	8.0
292	9.0
293	13.0
294	9.0
295	7.0
296	10.0
