Channel No.	Counts
1	0.0
2	0.0
3	265689.0
4	9836323.0
5	13879835.0
6	9931564.0
7	2464225.0
8	1384991.0
9	960808.0
10	418373.0
11	62815.0
12	16234.0
13	10530.0
14	7771.0
15	5591.0
16	4049.0
17	2451.0
18	1429.0
19	634.0
20	250.0
21	56.0
22	12.0
23	16.0
24	9.0
25	16.0
26	15.0
27	20.0
28	10.0
29	10.0
30	9.0
31	13.0
32	10.0
33	15.0
34	10.0
35	13.0
36	16.0
37	17.0
38	15.0
39	12.0
40	15.0
41	12.0
42	11.0
43	15.0
44	12.0
45	15.0
46	11.0
47	11.0
48	19.0
49	13.0
50	11.0
51	8.0
52	10.0
53	15.0
54	13.0
55	18.0
56	11.0
57	13.0
58	10.0
59	12.0
60	10.0
61	15.0
62	7.0
63	8.0
64	12.0
65	17.0
66	13.0
67	18.0
68	17.0
69	13.0
70	15.0
71	9.0
72	12.0
73	11.0
74	18.0
75	15.0
76	22.0
77	9.0
78	9.0
79	15.0
80	10.0
81	9.0
82	9.0
83	12.0
84	13.0
85	12.0
86	14.0
87	13.0
88	17.0
89	12.0
90	17.0
91	21.0
92	14.0
93	19.0
94	16.0
95	11.0
96	18.0
97	18.0
98	23.0
99	16.0
100	16.0
101	21.0
102	16.0
103	21.0
104	21.0
105	20.0
106	25.0
107	21.0
108	18.0
109	12.0
110	14.0
111	20.0
112	23.0
113	12.0
114	21.0
115	27.0
116	16.0
117	11.0
118	23.0
119	19.0
120	18.0
121	26.0
122	15.0
123	17.0
124	26.0
125	16.0
126	25.0
127	15.0
128	29.0
129	25.0
130	22.0
131	13.0
132	24.0
133	14.0
134	24.0
135	17.0
136	17.0
137	23.0
138	15.0
139	24.0
140	15.0
141	16.0
142	15.0
143	21.0
144	22.0
145	16.0
146	20.0
147	16.0
148	17.0
149	19.0
150	19.0
151	20.0
152	16.0
153	19.0
154	21.0
155	23.0
156	14.0
157	24.0
158	26.0
159	18.0
160	16.0
161	23.0
162	14.0
163	17.0
164	14.0
165	19.0
166	21.0
167	15.0
168	23.0
169	30.0
170	22.0
171	20.0
172	23.0
173	28.0
174	20.0
175	25.0
176	14.0
177	22.0
178	17.0
179	24.0
180	21.0
181	24.0
182	31.0
183	26.0
184	22.0
185	20.0
186	20.0
187	25.0
188	14.0
189	15.0
190	20.0
191	20.0
192	23.0
193	13.0
194	23.0
195	22.0
196	28.0
197	18.0
198	18.0
199	26.0
200	20.0
201	13.0
202	21.0
203	25.0
204	27.0
205	22.0
206	18.0
207	14.0
208	18.0
209	21.0
210	12.0
211	28.0
212	22.0
213	28.0
214	22.0
215	20.0
216	20.0
217	19.0
218	21.0
219	17.0
220	15.0
221	26.0
222	18.0
223	19.0
224	19.0
225	23.0
226	15.0
227	20.0
228	16.0
229	25.0
230	23.0
231	28.0
232	26.0
233	29.0
234	20.0
235	22.0
236	21.0
237	25.0
238	17.0
239	18.0
240	19.0
241	14.0
242	20.0
243	25.0
