Channel No.	Counts
1	0.0
2	0.0
3	1210125.0
4	4192898.0
5	741683.0
6	34211.0
7	8151.0
8	4195.0
9	1504.0
10	238.0
11	29.0
12	13.0
13	5.0
14	6.0
15	6.0
16	6.0
17	6.0
18	6.0
19	7.0
20	4.0
21	5.0
22	4.0
23	2.0
24	1.0
25	8.0
26	2.0
27	3.0
28	5.0
29	3.0
30	5.0
31	3.0
32	6.0
33	4.0
34	4.0
35	5.0
36	4.0
37	4.0
38	4.0
39	9.0
40	8.0
41	1.0
42	8.0
43	3.0
44	3.0
45	6.0
46	4.0
47	7.0
48	8.0
49	5.0
50	2.0
51	3.0
52	9.0
53	11.0
54	9.0
55	5.0
56	2.0
57	4.0
58	4.0
59	6.0
60	3.0
61	6.0
62	8.0
63	2.0
64	5.0
65	6.0
66	6.0
67	5.0
68	7.0
69	7.0
70	6.0
71	6.0
72	5.0
73	7.0
74	3.0
75	3.0
76	2.0
77	8.0
78	8.0
79	4.0
80	6.0
81	5.0
82	3.0
83	6.0
84	6.0
85	6.0
86	8.0
87	2.0
88	5.0
89	6.0
90	4.0
91	2.0
92	7.0
93	3.0
94	6.0
95	7.0
96	7.0
97	8.0
98	11.0
99	8.0
100	12.0
101	5.0
102	12.0
103	4.0
104	6.0
105	10.0
106	15.0
107	10.0
108	6.0
109	2.0
110	10.0
111	5.0
112	5.0
113	9.0
114	2.0
115	10.0
116	9.0
117	8.0
118	3.0
119	9.0
120	6.0
121	5.0
122	5.0
123	6.0
124	12.0
125	8.0
126	4.0
127	5.0
128	7.0
129	12.0
130	8.0
131	12.0
132	13.0
133	11.0
134	5.0
135	8.0
136	8.0
137	8.0
138	6.0
139	4.0
140	8.0
141	8.0
142	8.0
143	4.0
144	5.0
145	9.0
146	7.0
147	11.0
148	10.0
149	11.0
150	3.0
151	7.0
152	3.0
153	8.0
154	5.0
155	16.0
156	9.0
157	5.0
158	6.0
159	7.0
160	6.0
161	11.0
162	10.0
163	5.0
164	9.0
165	8.0
166	2.0
167	6.0
168	8.0
169	9.0
170	8.0
171	9.0
172	13.0
173	8.0
174	9.0
175	7.0
176	11.0
177	9.0
178	7.0
179	7.0
180	10.0
181	11.0
182	7.0
183	7.0
184	11.0
185	11.0
186	14.0
187	9.0
188	11.0
189	13.0
190	10.0
191	10.0
192	9.0
193	12.0
194	7.0
195	11.0
196	10.0
197	4.0
198	7.0
199	9.0
200	9.0
201	13.0
202	10.0
203	11.0
204	16.0
205	12.0
206	14.0
207	10.0
208	11.0
209	9.0
210	6.0
211	7.0
212	8.0
213	13.0
214	8.0
215	10.0
216	12.0
217	9.0
218	13.0
219	13.0
220	16.0
221	11.0
222	9.0
223	11.0
224	13.0
225	14.0
226	14.0
227	15.0
228	17.0
229	8.0
230	11.0
231	18.0
232	14.0
233	9.0
234	9.0
235	16.0
236	16.0
237	10.0
238	18.0
239	19.0
240	10.0
241	14.0
242	12.0
243	9.0
244	11.0
245	14.0
