Channel No.	Counts
1	0.0
2	0.0
3	337511.0
4	11136310.0
5	13801525.0
6	6108893.0
7	2085744.0
8	1282640.0
9	710738.0
10	159396.0
11	33452.0
12	15209.0
13	9512.0
14	6796.0
15	4829.0
16	3273.0
17	1930.0
18	1022.0
19	440.0
20	162.0
21	50.0
22	16.0
23	10.0
24	9.0
25	6.0
26	11.0
27	11.0
28	10.0
29	9.0
30	13.0
31	9.0
32	9.0
33	21.0
34	11.0
35	11.0
36	7.0
37	11.0
38	7.0
39	7.0
40	10.0
41	12.0
42	10.0
43	5.0
44	6.0
45	11.0
46	8.0
47	8.0
48	11.0
49	11.0
50	6.0
51	8.0
52	11.0
53	12.0
54	15.0
55	10.0
56	13.0
57	10.0
58	8.0
59	7.0
60	8.0
61	14.0
62	3.0
63	4.0
64	11.0
65	8.0
66	10.0
67	8.0
68	11.0
69	7.0
70	6.0
71	9.0
72	5.0
73	9.0
74	11.0
75	8.0
76	8.0
77	8.0
78	16.0
79	12.0
80	14.0
81	12.0
82	8.0
83	8.0
84	13.0
85	11.0
86	10.0
87	6.0
88	18.0
89	9.0
90	9.0
91	7.0
92	15.0
93	11.0
94	6.0
95	19.0
96	16.0
97	7.0
98	11.0
99	12.0
100	9.0
101	16.0
102	13.0
103	17.0
104	18.0
105	17.0
106	16.0
107	14.0
108	10.0
109	12.0
110	12.0
111	9.0
112	15.0
113	11.0
114	15.0
115	14.0
116	13.0
117	21.0
118	10.0
119	11.0
120	11.0
121	16.0
122	13.0
123	15.0
124	16.0
125	12.0
126	19.0
127	12.0
128	21.0
129	11.0
130	17.0
131	15.0
132	16.0
133	12.0
134	8.0
135	10.0
136	10.0
137	11.0
138	16.0
139	15.0
140	18.0
141	13.0
142	9.0
143	9.0
144	9.0
145	16.0
146	12.0
147	13.0
148	16.0
149	11.0
150	14.0
151	8.0
152	13.0
153	12.0
154	9.0
155	11.0
156	13.0
157	8.0
158	12.0
159	12.0
160	13.0
161	14.0
162	8.0
163	6.0
164	3.0
165	18.0
166	20.0
167	9.0
168	11.0
169	15.0
170	13.0
171	19.0
172	13.0
173	12.0
174	11.0
175	9.0
176	13.0
177	7.0
178	13.0
179	19.0
180	14.0
181	9.0
182	19.0
183	8.0
184	12.0
185	12.0
186	14.0
187	9.0
188	11.0
189	15.0
190	16.0
191	8.0
192	15.0
193	15.0
194	11.0
195	6.0
196	12.0
197	10.0
198	9.0
199	12.0
200	12.0
201	6.0
202	14.0
203	22.0
204	14.0
205	13.0
206	13.0
207	7.0
208	11.0
209	16.0
210	16.0
211	11.0
212	15.0
213	12.0
214	15.0
215	16.0
216	15.0
217	16.0
218	15.0
219	14.0
220	9.0
221	16.0
222	18.0
223	21.0
224	20.0
225	12.0
226	14.0
227	12.0
228	13.0
229	10.0
230	14.0
231	13.0
232	13.0
233	13.0
234	16.0
235	23.0
236	12.0
237	10.0
238	13.0
239	10.0
240	11.0
241	15.0
242	20.0
243	11.0
