Channel No.	Counts
1	0.0
2	0.0
3	790348.0
4	4076973.0
5	688645.0
6	24089.0
7	7211.0
8	3996.0
9	1353.0
10	245.0
11	36.0
12	11.0
13	11.0
14	5.0
15	4.0
16	3.0
17	3.0
18	6.0
19	6.0
20	5.0
21	9.0
22	1.0
23	5.0
24	5.0
25	1.0
26	4.0
27	2.0
28	5.0
29	2.0
30	2.0
31	1.0
32	1.0
33	2.0
34	1.0
35	3.0
36	3.0
37	5.0
38	0.0
39	2.0
40	2.0
41	5.0
42	1.0
43	5.0
44	7.0
45	2.0
46	1.0
47	1.0
48	2.0
49	5.0
50	3.0
51	7.0
52	5.0
53	2.0
54	6.0
55	3.0
56	2.0
57	5.0
58	3.0
59	1.0
60	3.0
61	6.0
62	5.0
63	0.0
64	4.0
65	7.0
66	3.0
67	4.0
68	6.0
69	6.0
70	0.0
71	4.0
72	4.0
73	4.0
74	7.0
75	7.0
76	3.0
77	7.0
78	4.0
79	3.0
80	3.0
81	2.0
82	7.0
83	10.0
84	2.0
85	3.0
86	4.0
87	12.0
88	3.0
89	5.0
90	1.0
91	4.0
92	4.0
93	5.0
94	6.0
95	9.0
96	4.0
97	5.0
98	4.0
99	8.0
100	1.0
101	6.0
102	5.0
103	6.0
104	5.0
105	7.0
106	3.0
107	7.0
108	9.0
109	4.0
110	11.0
111	5.0
112	7.0
113	6.0
114	10.0
115	7.0
116	7.0
117	9.0
118	7.0
119	4.0
120	8.0
121	5.0
122	8.0
123	5.0
124	5.0
125	6.0
126	5.0
127	5.0
128	5.0
129	3.0
130	4.0
131	6.0
132	7.0
133	0.0
134	2.0
135	7.0
136	5.0
137	8.0
138	10.0
139	9.0
140	6.0
141	4.0
142	4.0
143	3.0
144	10.0
145	7.0
146	10.0
147	10.0
148	5.0
149	5.0
150	4.0
151	8.0
152	12.0
153	2.0
154	4.0
155	7.0
156	3.0
157	4.0
158	4.0
159	4.0
160	4.0
161	10.0
162	6.0
163	5.0
164	3.0
165	6.0
166	4.0
167	5.0
168	8.0
169	5.0
170	7.0
171	5.0
172	7.0
173	6.0
174	6.0
175	2.0
176	5.0
177	2.0
178	7.0
179	4.0
180	7.0
181	4.0
182	5.0
183	6.0
184	4.0
185	3.0
186	4.0
187	4.0
188	2.0
189	3.0
190	4.0
191	4.0
192	5.0
193	6.0
194	8.0
195	4.0
196	4.0
197	10.0
198	8.0
199	4.0
200	4.0
201	5.0
202	3.0
203	8.0
204	4.0
205	9.0
206	6.0
207	7.0
208	2.0
209	6.0
210	2.0
211	3.0
212	6.0
213	5.0
214	8.0
215	3.0
216	5.0
217	9.0
218	5.0
219	5.0
220	5.0
221	10.0
222	7.0
223	3.0
224	4.0
225	5.0
226	5.0
227	4.0
228	5.0
229	7.0
230	2.0
231	6.0
232	6.0
233	10.0
234	7.0
235	8.0
236	6.0
237	7.0
238	2.0
239	2.0
240	7.0
241	3.0
242	8.0
243	6.0
244	5.0
245	3.0
