Channel No.	Counts
1	0.0
2	0.0
3	336162.0
4	11072028.0
5	14356297.0
6	6187888.0
7	1967556.0
8	1193832.0
9	812575.0
10	281299.0
11	43340.0
12	14457.0
13	9467.0
14	7019.0
15	5018.0
16	3433.0
17	2027.0
18	1115.0
19	495.0
20	182.0
21	44.0
22	14.0
23	9.0
24	11.0
25	2.0
26	5.0
27	3.0
28	2.0
29	3.0
30	6.0
31	7.0
32	5.0
33	5.0
34	8.0
35	5.0
36	6.0
37	3.0
38	8.0
39	8.0
40	7.0
41	4.0
42	6.0
43	6.0
44	7.0
45	4.0
46	4.0
47	6.0
48	11.0
49	6.0
50	7.0
51	2.0
52	4.0
53	5.0
54	14.0
55	3.0
56	7.0
57	12.0
58	3.0
59	2.0
60	9.0
61	9.0
62	6.0
63	9.0
64	5.0
65	10.0
66	8.0
67	5.0
68	4.0
69	6.0
70	4.0
71	7.0
72	6.0
73	10.0
74	11.0
75	5.0
76	4.0
77	9.0
78	7.0
79	9.0
80	4.0
81	5.0
82	7.0
83	10.0
84	6.0
85	4.0
86	9.0
87	9.0
88	11.0
89	7.0
90	9.0
91	8.0
92	6.0
93	13.0
94	8.0
95	12.0
96	6.0
97	8.0
98	13.0
99	12.0
100	8.0
101	16.0
102	10.0
103	4.0
104	5.0
105	11.0
106	14.0
107	9.0
108	10.0
109	17.0
110	11.0
111	7.0
112	14.0
113	12.0
114	12.0
115	7.0
116	8.0
117	10.0
118	15.0
119	10.0
120	3.0
121	8.0
122	9.0
123	16.0
124	16.0
125	5.0
126	12.0
127	11.0
128	7.0
129	14.0
130	5.0
131	12.0
132	11.0
133	9.0
134	13.0
135	10.0
136	11.0
137	8.0
138	5.0
139	10.0
140	9.0
141	5.0
142	9.0
143	5.0
144	10.0
145	7.0
146	7.0
147	5.0
148	9.0
149	5.0
150	11.0
151	6.0
152	5.0
153	5.0
154	4.0
155	11.0
156	8.0
157	7.0
158	5.0
159	7.0
160	8.0
161	10.0
162	5.0
163	6.0
164	13.0
165	4.0
166	9.0
167	15.0
168	7.0
169	12.0
170	4.0
171	5.0
172	11.0
173	6.0
174	5.0
175	6.0
176	10.0
177	5.0
178	13.0
179	7.0
180	5.0
181	8.0
182	3.0
183	9.0
184	9.0
185	4.0
186	6.0
187	11.0
188	9.0
189	6.0
190	10.0
191	9.0
192	4.0
193	12.0
194	4.0
195	7.0
196	14.0
197	6.0
198	6.0
199	9.0
200	9.0
201	8.0
202	9.0
203	3.0
204	4.0
205	11.0
206	7.0
207	10.0
208	7.0
209	9.0
210	11.0
211	8.0
212	8.0
213	8.0
214	8.0
215	8.0
216	12.0
217	6.0
218	11.0
219	12.0
220	4.0
221	8.0
222	9.0
223	9.0
224	6.0
225	6.0
226	8.0
227	5.0
228	14.0
229	9.0
230	8.0
231	8.0
232	7.0
233	9.0
234	9.0
235	7.0
236	11.0
237	10.0
238	10.0
239	7.0
240	8.0
241	11.0
242	8.0
243	6.0
