Channel No.	Counts
1	0.0
2	0.0
3	425635.0
4	10770372.0
5	12421781.0
6	6860926.0
7	2412013.0
8	1411651.0
9	723337.0
10	192019.0
11	47418.0
12	18130.0
13	10050.0
14	7022.0
15	4902.0
16	3072.0
17	1636.0
18	736.0
19	272.0
20	63.0
21	13.0
22	6.0
23	6.0
24	3.0
25	9.0
26	5.0
27	9.0
28	12.0
29	3.0
30	6.0
31	4.0
32	9.0
33	4.0
34	6.0
35	6.0
36	5.0
37	3.0
38	9.0
39	5.0
40	6.0
41	9.0
42	2.0
43	13.0
44	5.0
45	8.0
46	12.0
47	7.0
48	9.0
49	8.0
50	8.0
51	12.0
52	4.0
53	9.0
54	3.0
55	14.0
56	7.0
57	6.0
58	3.0
59	4.0
60	5.0
61	2.0
62	6.0
63	5.0
64	5.0
65	3.0
66	9.0
67	4.0
68	8.0
69	7.0
70	6.0
71	6.0
72	1.0
73	5.0
74	6.0
75	6.0
76	5.0
77	8.0
78	6.0
79	14.0
80	6.0
81	3.0
82	7.0
83	7.0
84	6.0
85	4.0
86	5.0
87	6.0
88	9.0
89	13.0
90	11.0
91	12.0
92	5.0
93	11.0
94	7.0
95	7.0
96	6.0
97	10.0
98	9.0
99	8.0
100	5.0
101	7.0
102	9.0
103	11.0
104	6.0
105	12.0
106	12.0
107	6.0
108	13.0
109	12.0
110	7.0
111	11.0
112	10.0
113	10.0
114	6.0
115	5.0
116	10.0
117	13.0
118	14.0
119	11.0
120	9.0
121	5.0
122	9.0
123	7.0
124	10.0
125	11.0
126	9.0
127	8.0
128	5.0
129	11.0
130	5.0
131	12.0
132	4.0
133	8.0
134	13.0
135	3.0
136	9.0
137	11.0
138	12.0
139	9.0
140	11.0
141	9.0
142	5.0
143	7.0
144	10.0
145	11.0
146	7.0
147	10.0
148	10.0
149	5.0
150	5.0
151	7.0
152	6.0
153	10.0
154	5.0
155	7.0
156	7.0
157	6.0
158	8.0
159	11.0
160	6.0
161	8.0
162	7.0
163	4.0
164	8.0
165	7.0
166	12.0
167	5.0
168	8.0
169	4.0
170	6.0
171	7.0
172	2.0
173	6.0
174	12.0
175	11.0
176	11.0
177	14.0
178	1.0
179	7.0
180	3.0
181	8.0
182	10.0
183	12.0
184	9.0
185	5.0
186	6.0
187	5.0
188	11.0
189	7.0
190	6.0
191	4.0
192	6.0
193	5.0
194	13.0
195	4.0
196	11.0
197	11.0
198	10.0
199	12.0
200	12.0
201	6.0
202	6.0
203	12.0
204	12.0
205	10.0
206	10.0
207	9.0
208	7.0
209	8.0
210	10.0
211	9.0
212	10.0
213	8.0
214	7.0
215	10.0
216	11.0
217	9.0
218	10.0
219	4.0
220	9.0
221	9.0
222	5.0
223	4.0
224	8.0
225	5.0
226	12.0
227	10.0
228	9.0
229	8.0
230	9.0
231	9.0
232	5.0
233	4.0
234	6.0
235	8.0
236	7.0
237	5.0
238	7.0
239	10.0
240	12.0
241	6.0
242	10.0
243	3.0
